name,country,rank,ranking_band,competitiveness,avg_tuition_usd
University of Oxford,United Kingdom,1,Top 50,HIGH,30000
Massachusetts Institute of Technology,United States,2,Top 50,HIGH,40000
Princeton University,United States,3,Top 50,HIGH,40000
University of Cambridge,United Kingdom,4,Top 50,HIGH,30000
Stanford University,United States,5,Top 50,HIGH,40000
Harvard University,United States,6,Top 50,HIGH,40000
California Institute of Technology,United States,7,Top 50,HIGH,40000
Imperial College London,United Kingdom,8,Top 50,HIGH,30000
"University of California, Berkeley",United States,9,Top 50,HIGH,40000
Yale University,United States,10,Top 50,HIGH,40000
ETH Zurich,Switzerland,11,Top 50,HIGH,20000
Tsinghua University,China,12,Top 50,HIGH,20000
Peking University,China,13,Top 50,HIGH,20000
University of Pennsylvania,United States,14,Top 50,HIGH,40000
The University of Chicago,United States,15,Top 50,HIGH,40000
Johns Hopkins University,United States,16,Top 50,HIGH,40000
National University of Singapore,Singapore,17,Top 50,HIGH,20000
"University of California, Los Angeles",United States,18,Top 50,HIGH,40000
Cornell University,United States,19,Top 50,HIGH,40000
Columbia University,United States,20,Top 50,HIGH,40000
University of Toronto,Canada,21,Top 50,HIGH,25000
UCL,United Kingdom,22,Top 50,HIGH,30000
University of Michigan-Ann Arbor,United States,23,Top 50,HIGH,40000
Carnegie Mellon University,United States,24,Top 50,HIGH,40000
University of Washington,United States,25,Top 50,HIGH,40000
The University of Tokyo,Japan,26,Top 50,HIGH,20000
Technical University of Munich,Germany,27,Top 50,HIGH,2000
Duke University,United States,28,Top 50,HIGH,40000
University of Edinburgh,United Kingdom,29,Top 50,HIGH,30000
Northwestern University,United States,30,Top 50,HIGH,40000
"Nanyang Technological University, Singapore",Singapore,31,Top 50,HIGH,20000
New York University,United States,32,Top 50,HIGH,40000
University of Hong Kong,Hong Kong,33,Top 50,HIGH,20000
LMU Munich,Germany,34,Top 50,HIGH,2000
École Polytechnique Fédérale de Lausanne,Switzerland,35,Top 50,HIGH,20000
Fudan University,China,36,Top 50,HIGH,20000
University of Melbourne,Australia,37,Top 50,HIGH,28000
King’s College London,United Kingdom,38,Top 50,HIGH,30000
Zhejiang University,China,39,Top 50,HIGH,20000
Shanghai Jiao Tong University,China,40,Top 50,HIGH,20000
McGill University,Canada,41,Top 50,HIGH,25000
Georgia Institute of Technology,United States,42,Top 50,HIGH,40000
University of Illinois at Urbana-Champaign,United States,43,Top 50,HIGH,40000
The Chinese University of Hong Kong,Hong Kong,44,Top 50,HIGH,20000
University of British Columbia,Canada,45,Top 50,HIGH,25000
KU Leuven,Belgium,46,Top 50,HIGH,20000
"University of California, San Diego",United States,47,Top 50,HIGH,40000
Paris Sciences et Lettres – PSL Research University Paris,France,48,Top 50,HIGH,20000
Universität Heidelberg,Germany,49,Top 50,HIGH,2000
University of Texas at Austin,United States,50,Top 50,HIGH,40000
University of Science and Technology of China,China,51,50-100,MEDIUM,20000
London School of Economics and Political Science,United Kingdom,52,50-100,MEDIUM,30000
The University of Sydney,Australia,53,50-100,MEDIUM,28000
University of Wisconsin-Madison,United States,54,50-100,MEDIUM,40000
Karolinska Institute,Sweden,55,50-100,MEDIUM,20000
University of Manchester,United Kingdom,56,50-100,MEDIUM,30000
Delft University of Technology,Netherlands,57,50-100,MEDIUM,20000
The Hong Kong University of Science and Technology,Hong Kong,58,50-100,MEDIUM,20000
Seoul National University,South Korea,59,50-100,MEDIUM,20000
Monash University,Australia,60,50-100,MEDIUM,28000
Kyoto University,Japan,61,50-100,MEDIUM,20000
University of Amsterdam,Netherlands,62,50-100,MEDIUM,20000
Nanjing University,China,63,50-100,MEDIUM,20000
"University of California, Davis",United States,64,50-100,MEDIUM,40000
Brown University,United States,65,50-100,MEDIUM,40000
Wageningen University & Research,Netherlands,66,50-100,MEDIUM,20000
Washington University in St Louis,United States,67,50-100,MEDIUM,40000
Université Paris-Saclay,France,68,50-100,MEDIUM,20000
Institut Polytechnique de Paris,France,69,50-100,MEDIUM,20000
Leiden University,Netherlands,70,50-100,MEDIUM,20000
Korea Advanced Institute of Science and Technology (KAIST),South Korea,71,50-100,MEDIUM,20000
"University of California, Santa Barbara",United States,72,50-100,MEDIUM,40000
City University of Hong Kong,Hong Kong,73,50-100,MEDIUM,20000
Australian National University,Australia,74,50-100,MEDIUM,28000
University of Southern California,United States,75,50-100,MEDIUM,40000
Sorbonne University,France,76,50-100,MEDIUM,20000
Boston University,United States,77,50-100,MEDIUM,40000
University of North Carolina at Chapel Hill,United States,78,50-100,MEDIUM,40000
UNSW Sydney,Australia,79,50-100,MEDIUM,28000
University of Bristol,United Kingdom,80,50-100,MEDIUM,30000
The University of Queensland,Australia,81,50-100,MEDIUM,28000
The Hong Kong Polytechnic University,Hong Kong,82,50-100,MEDIUM,20000
University of Groningen,Netherlands,83,50-100,MEDIUM,20000
University of Glasgow,United Kingdom,84,50-100,MEDIUM,30000
Purdue University West Lafayette,United States,85,50-100,MEDIUM,40000
Yonsei University (Seoul campus),South Korea,86,50-100,MEDIUM,20000
Sungkyunkwan University (SKKU),South Korea,87,50-100,MEDIUM,20000
University of Minnesota,United States,88,50-100,MEDIUM,40000
Humboldt University of Berlin,Germany,89,50-100,MEDIUM,2000
University of Copenhagen,Denmark,90,50-100,MEDIUM,20000
Charité - Universitätsmedizin Berlin,Germany,91,50-100,MEDIUM,2000
RWTH Aachen University,Germany,92,50-100,MEDIUM,2000
Vanderbilt University,United States,93,50-100,MEDIUM,40000
University of Bonn,Germany,94,50-100,MEDIUM,2000
University of Vienna,Austria,95,50-100,MEDIUM,20000
Lund University,Sweden,96,50-100,MEDIUM,20000
"University of California, Irvine",United States,97,50-100,MEDIUM,40000
University of Tübingen,Germany,98,50-100,MEDIUM,2000
KTH Royal Institute of Technology,Sweden,99,50-100,MEDIUM,20000
University of Birmingham,United Kingdom,100,50-100,MEDIUM,30000
Aarhus University,Denmark,101,100-300,LOW,20000
Emory University,United States,102,100-300,LOW,40000
Rice University,United States,103,100-300,LOW,40000
University of Helsinki,Finland,104,100-300,LOW,20000
Tohoku University,Japan,105,100-300,LOW,20000
Michigan State University,United States,106,100-300,LOW,40000
Erasmus University Rotterdam,Netherlands,107,100-300,LOW,20000
Ohio State University (Main campus),United States,108,100-300,LOW,40000
University of Bern,Switzerland,109,100-300,LOW,20000
Penn State (Main campus),United States,110,100-300,LOW,40000
University of Sheffield,United Kingdom,111,100-300,LOW,30000
University of Massachusetts,United States,112,100-300,LOW,40000
Free University of Berlin,Germany,113,100-300,LOW,2000
University of Oslo,Norway,114,100-300,LOW,20000
Ghent University,Belgium,115,100-300,LOW,20000
McMaster University,Canada,116,100-300,LOW,25000
"University of Maryland, College Park",United States,117,100-300,LOW,40000
University of Leeds,United Kingdom,118,100-300,LOW,30000
University of Alberta,Canada,119,100-300,LOW,25000
University of Basel,Switzerland,120,100-300,LOW,20000
Technical University of Denmark,Denmark,121,100-300,LOW,20000
University of Göttingen,Germany,122,100-300,LOW,2000
University of Warwick,United Kingdom,123,100-300,LOW,30000
Wuhan University,China,124,100-300,LOW,20000
University of Lausanne,Switzerland,125,100-300,LOW,20000
University of Hamburg,Germany,126,100-300,LOW,2000
University of Rochester,United States,127,100-300,LOW,40000
Uppsala University,Sweden,128,100-300,LOW,20000
University of Southampton,United Kingdom,129,100-300,LOW,30000
University of Bologna,Italy,130,100-300,LOW,20000
Maastricht University,Netherlands,131,100-300,LOW,20000
Harbin Institute of Technology,China,132,100-300,LOW,20000
Lomonosov Moscow State University,Russian Federation,133,100-300,LOW,20000
Adelaide University,Australia,134,100-300,LOW,28000
University of Florida,United States,135,100-300,LOW,40000
Beijing Normal University,China,136,100-300,LOW,20000
Queen Mary University of London,United Kingdom,137,100-300,LOW,30000
Scuola Normale Superiore di Pisa,Italy,138,100-300,LOW,20000
University of Freiburg,Germany,139,100-300,LOW,2000
University of Arizona,United States,140,100-300,LOW,40000
National Taiwan University (NTU),Taiwan,141,100-300,LOW,20000
Pohang University of Science and Technology (POSTECH),South Korea,142,100-300,LOW,20000
Tongji University,China,143,100-300,LOW,20000
University of Liverpool,United Kingdom,144,100-300,LOW,30000
Newcastle University,United Kingdom,145,100-300,LOW,30000
University of Nottingham,United Kingdom,146,100-300,LOW,30000
University of Macau,Macao,147,100-300,LOW,20000
Case Western Reserve University,United States,148,100-300,LOW,40000
University of Technology Sydney,Australia,149,100-300,LOW,28000
University of Barcelona,Spain,150,100-300,LOW,20000
Université de Montréal,Canada,151,100-300,LOW,25000
The University of Osaka,Japan,152,100-300,LOW,20000
Texas A&M University,United States,153,100-300,LOW,40000
The University of Western Australia,Australia,154,100-300,LOW,28000
Radboud University Nijmegen,Netherlands,155,100-300,LOW,20000
University of York,United Kingdom,156,100-300,LOW,30000
University of Pittsburgh-Pittsburgh campus,United States,157,100-300,LOW,40000
University of Auckland,New Zealand,158,100-300,LOW,20000
Korea University,South Korea,159,100-300,LOW,20000
University of Colorado Boulder,United States,160,100-300,LOW,40000
Technical University of Berlin,Germany,161,100-300,LOW,2000
Southern University of Science and Technology (SUSTech),China,162,100-300,LOW,20000
University of Waterloo,Canada,163,100-300,LOW,25000
University of St Andrews,United Kingdom,164,100-300,LOW,30000
University of Cologne,Germany,165,100-300,LOW,2000
University of Cape Town,South Africa,166,100-300,LOW,20000
Karlsruhe Institute of Technology,Germany,167,100-300,LOW,2000
University of Geneva,Switzerland,168,100-300,LOW,20000
Macquarie University,Australia,169,100-300,LOW,28000
Institute of Science Tokyo,Japan,170,100-300,LOW,20000
University of Virginia (Main campus),United States,171,100-300,LOW,40000
Sapienza University of Rome,Italy,172,100-300,LOW,20000
University of Antwerp,Belgium,173,100-300,LOW,20000
University of Exeter,United Kingdom,174,100-300,LOW,30000
Trinity College Dublin,Ireland,175,100-300,LOW,20000
TU Dresden,Germany,176,100-300,LOW,2000
Durham University,United Kingdom,177,100-300,LOW,30000
Huazhong University of Science and Technology,China,178,100-300,LOW,20000
Vrije Universiteit Amsterdam,Netherlands,179,100-300,LOW,20000
University of Würzburg,Germany,180,100-300,LOW,2000
Dartmouth College,United States,181,100-300,LOW,40000
"University of California, Santa Cruz",United States,182,100-300,LOW,40000
Medical University of Vienna,Austria,183,100-300,LOW,20000
Universitat Autònoma de Barcelona (UAB),Spain,184,100-300,LOW,20000
Lancaster University,United Kingdom,185,100-300,LOW,30000
King Fahd University of Petroleum and Minerals,Saudi Arabia,186,100-300,LOW,20000
Université Catholique de Louvain,Belgium,187,100-300,LOW,20000
University of Ottawa,Canada,188,100-300,LOW,25000
Pompeu Fabra University,Spain,189,100-300,LOW,20000
Tufts University,United States,190,100-300,LOW,40000
University of Twente,Netherlands,191,100-300,LOW,20000
Université Paris Cité,France,192,100-300,LOW,20000
University of Leicester,United Kingdom,193,100-300,LOW,30000
Eindhoven University of Technology,Netherlands,194,100-300,LOW,20000
University of Notre Dame,United States,195,100-300,LOW,40000
Aalto University,Finland,196,100-300,LOW,20000
The Education University of Hong Kong,Hong Kong,197,100-300,LOW,20000
University of Münster,Germany,198,100-300,LOW,2000
Indiana University,United States,199,100-300,LOW,40000
Queen’s University Belfast,United Kingdom,200,100-300,LOW,30000
University of Reading,United Kingdom,201,100-300,LOW,30000
University of Calgary,Canada,202,100-300,LOW,25000
Friedrich Schiller University Jena,Germany,203,100-300,LOW,2000
Stockholm University,Sweden,204,100-300,LOW,20000
Universiti Teknologi Petronas,Malaysia,205,100-300,LOW,20000
University of Mannheim,Germany,206,100-300,LOW,2000
University of Erlangen-Nuremberg,Germany,207,100-300,LOW,2000
Tianjin University,China,208,100-300,LOW,20000
Georgetown University,United States,209,100-300,LOW,40000
Deakin University,Australia,210,100-300,LOW,28000
Queensland University of Technology,Australia,210,100-300,LOW,28000
University of Gothenburg,Sweden,212,100-300,LOW,20000
Arizona State University (Tempe),United States,213,100-300,LOW,40000
Hong Kong Baptist University,Hong Kong,214,100-300,LOW,20000
Western University,Canada,215,100-300,LOW,25000
Politecnico di Milano,Italy,216,100-300,LOW,20000
Tel Aviv University,Israel,217,100-300,LOW,20000
Nagoya University,Japan,218,100-300,LOW,20000
Goethe University Frankfurt,Germany,219,100-300,LOW,2000
University of Surrey,United Kingdom,220,100-300,LOW,30000
Qatar University,Qatar,221,100-300,LOW,20000
University of São Paulo,Brazil,222,100-300,LOW,20000
University College Dublin,Ireland,223,100-300,LOW,20000
Université Libre de Bruxelles,Belgium,224,100-300,LOW,20000
Sun Yat-sen University,China,225,100-300,LOW,20000
George Washington University,United States,226,100-300,LOW,40000
University of Miami,United States,227,100-300,LOW,40000
Xi’an Jiaotong University,China,228,100-300,LOW,20000
Sichuan University,China,229,100-300,LOW,20000
University of Potsdam,Germany,230,100-300,LOW,2000
Sant’Anna School of Advanced Studies – Pisa,Italy,231,100-300,LOW,20000
Cardiff University,United Kingdom,232,100-300,LOW,30000
Abu Dhabi University,United Arab Emirates,233,100-300,LOW,20000
Vrije Universiteit Brussel,Belgium,234,100-300,LOW,20000
United Arab Emirates University,United Arab Emirates,235,100-300,LOW,20000
University of Wollongong,Australia,236,100-300,LOW,28000
University of Sussex,United Kingdom,237,100-300,LOW,30000
Beijing Institute of Technology,China,238,100-300,LOW,20000
University of Utah,United States,239,100-300,LOW,40000
Chalmers University of Technology,Sweden,240,100-300,LOW,20000
Linköping University,Sweden,241,100-300,LOW,20000
University of Padua,Italy,242,100-300,LOW,20000
Ulsan National Institute of Science and Technology (UNIST),South Korea,243,100-300,LOW,20000
University of Malaya,Malaysia,244,100-300,LOW,20000
"Northeastern University, US",United States,245,100-300,LOW,40000
Medical University of Innsbruck,Austria,246,100-300,LOW,20000
Khalifa University,United Arab Emirates,247,100-300,LOW,20000
Medical University of Graz,Austria,248,100-300,LOW,20000
University of Aberdeen,United Kingdom,249,100-300,LOW,30000
University of Illinois Chicago,United States,250,100-300,LOW,40000
Indian Institute of Science,India,251,100-300,LOW,20000
Beihang University,China,252,100-300,LOW,20000
Nankai University,China,253,100-300,LOW,20000
Kyung Hee University,South Korea,254,100-300,LOW,20000
University of Tasmania,Australia,255,100-300,LOW,28000
Swinburne University of Technology,Australia,256,100-300,LOW,28000
Vita-Salute San Raffaele University,Italy,257,100-300,LOW,20000
Humanitas University,Italy,258,100-300,LOW,20000
Aalborg University,Denmark,259,100-300,LOW,20000
Macau University of Science and Technology,Macao,260,100-300,LOW,20000
Hebrew University of Jerusalem,Israel,261,100-300,LOW,20000
Università della Svizzera italiana,Switzerland,262,100-300,LOW,20000
University of Bath,United Kingdom,263,100-300,LOW,30000
La Trobe University,Australia,264,100-300,LOW,28000
University of Luxembourg,Luxembourg,265,100-300,LOW,20000
King Saud University,Saudi Arabia,266,100-300,LOW,20000
RMIT University,Australia,267,100-300,LOW,28000
Lebanese American University,Lebanon,268,100-300,LOW,20000
Sejong University,South Korea,269,100-300,LOW,20000
Central European University,Austria,270,100-300,LOW,20000
Ruhr University Bochum,Germany,271,100-300,LOW,2000
University of Oulu,Finland,272,100-300,LOW,20000
Semmelweis University,Hungary,273,100-300,LOW,20000
Northwestern Polytechnical University,China,274,100-300,LOW,20000
Shandong University,China,275,100-300,LOW,20000
Xiamen University,China,276,100-300,LOW,20000
Southern Medical University,China,277,100-300,LOW,20000
Technical University of Darmstadt,Germany,278,100-300,LOW,2000
Virginia Polytechnic Institute and State University,United States,279,100-300,LOW,40000
South China University of Technology,China,280,100-300,LOW,20000
University of Southern Denmark,Denmark,281,100-300,LOW,20000
Boston College,United States,282,100-300,LOW,40000
University of Konstanz,Germany,283,100-300,LOW,2000
Ulm University,Germany,284,100-300,LOW,2000
Curtin University,Australia,285,100-300,LOW,28000
East China Normal University,China,286,100-300,LOW,20000
University of Bergen,Norway,287,100-300,LOW,20000
RCSI University of Medicine and Health Sciences,Ireland,288,100-300,LOW,20000
University of Newcastle,Australia,289,100-300,LOW,28000
University of East Anglia,United Kingdom,290,100-300,LOW,30000
Griffith University,Australia,291,100-300,LOW,28000
Southeast University,China,292,100-300,LOW,20000
University of Navarra,Spain,293,100-300,LOW,20000
University of Stuttgart,Germany,294,100-300,LOW,2000
Hanyang University,South Korea,295,100-300,LOW,20000
Hunan University,China,296,100-300,LOW,20000
Central South University,China,297,100-300,LOW,20000
Università Cattolica del Sacro Cuore,Italy,298,100-300,LOW,20000
Heinrich Heine University Düsseldorf,Germany,299,100-300,LOW,2000
University of Hawai’i at Mānoa,United States,300,100-300,LOW,40000
LUT University,Finland,301,300+,VERY_LOW,20000
King Khalid University,Saudi Arabia,302,300+,VERY_LOW,20000
North Carolina State University,United States,303,300+,VERY_LOW,40000
Queen’s University,Canada,304,300+,VERY_LOW,25000
"City St George's, University of London",United Kingdom,305,300+,VERY_LOW,30000
Western Sydney University,Australia,306,300+,VERY_LOW,28000
Sunway University,Malaysia,307,300+,VERY_LOW,20000
TU Wien,Austria,308,300+,VERY_LOW,20000
University of Iowa,United States,309,300+,VERY_LOW,40000
Dublin City University,Ireland,310,300+,VERY_LOW,20000
Lingnan University Hong Kong,Hong Kong,311,300+,VERY_LOW,20000
University of Duisburg-Essen,Germany,312,300+,VERY_LOW,2000
Stony Brook University,United States,313,300+,VERY_LOW,40000
University of Liège,Belgium,314,300+,VERY_LOW,20000
École Normale Supérieure de Lyon,France,315,300+,VERY_LOW,20000
University of Victoria,Canada,316,300+,VERY_LOW,25000
University at Buffalo,United States,317,300+,VERY_LOW,40000
University of the Witwatersrand,South Africa,318,300+,VERY_LOW,20000
Kyushu University,Japan,319,300+,VERY_LOW,20000
Flinders University,Australia,320,300+,VERY_LOW,28000
Swansea University,United Kingdom,321,300+,VERY_LOW,30000
Rutgers University–New Brunswick,United States,322,300+,VERY_LOW,40000
University of Milan,Italy,323,300+,VERY_LOW,20000
"China Medical University, Taiwan",Taiwan,324,300+,VERY_LOW,20000
University of Dundee,United Kingdom,325,300+,VERY_LOW,30000
Stellenbosch University,South Africa,326,300+,VERY_LOW,20000
University of Bayreuth,Germany,327,300+,VERY_LOW,2000
University of Bremen,Germany,328,300+,VERY_LOW,2000
"University of California, Riverside",United States,329,300+,VERY_LOW,40000
Tilburg University,Netherlands,330,300+,VERY_LOW,20000
Norwegian University of Science and Technology,Norway,331,300+,VERY_LOW,20000
University of Innsbruck,Austria,332,300+,VERY_LOW,20000
University of Electronic Science and Technology of China,China,333,300+,VERY_LOW,20000
University of Hohenheim,Germany,334,300+,VERY_LOW,2000
Simon Fraser University,Canada,335,300+,VERY_LOW,25000
Illinois Institute of Technology,United States,336,300+,VERY_LOW,40000
University of Rome II – Tor Vergata,Italy,337,300+,VERY_LOW,20000
University of Sharjah,United Arab Emirates,338,300+,VERY_LOW,20000
Loughborough University,United Kingdom,339,300+,VERY_LOW,30000
Bauman Moscow State Technical University,Russian Federation,340,300+,VERY_LOW,20000
Florida State University,United States,341,300+,VERY_LOW,40000
Johannes Gutenberg University of Mainz,Germany,342,300+,VERY_LOW,2000
Technion Israel Institute of Technology,Israel,343,300+,VERY_LOW,20000
University of Turku,Finland,344,300+,VERY_LOW,20000
Hasselt University,Belgium,345,300+,VERY_LOW,20000
Tampere University,Finland,346,300+,VERY_LOW,20000
Universiti Kebangsaan Malaysia,Malaysia,347,300+,VERY_LOW,20000
University of Naples Federico II,Italy,348,300+,VERY_LOW,20000
"Birkbeck, University of London",United Kingdom,349,300+,VERY_LOW,30000
University of Essex,United Kingdom,350,300+,VERY_LOW,30000
Koç University,Turkey,351,300+,VERY_LOW,20000
Prince Mohammad Bin Fahd University,Saudi Arabia,352,300+,VERY_LOW,20000
University of Tartu,Estonia,353,300+,VERY_LOW,20000
Dalhousie University,Canada,354,300+,VERY_LOW,25000
University of Florence,Italy,355,300+,VERY_LOW,20000
University of Galway,Ireland,356,300+,VERY_LOW,20000
James Cook University,Australia,357,300+,VERY_LOW,28000
Sharif University of Technology,Iran,358,300+,VERY_LOW,20000
Oregon Health and Science University,United States,359,300+,VERY_LOW,40000
University of Trento,Italy,360,300+,VERY_LOW,20000
University of Kiel,Germany,361,300+,VERY_LOW,2000
University of Strathclyde,United Kingdom,362,300+,VERY_LOW,30000
Daegu Gyeongbuk Institute of Science and Technology (DGIST),South Korea,363,300+,VERY_LOW,20000
Justus Liebig University Giessen,Germany,364,300+,VERY_LOW,2000
University of Tsukuba,Japan,365,300+,VERY_LOW,20000
Swedish University of Agricultural Sciences,Sweden,366,300+,VERY_LOW,20000
University College Cork,Ireland,367,300+,VERY_LOW,20000
University of Pavia,Italy,368,300+,VERY_LOW,20000
University of Colorado Denver/Anschutz Medical Campus,United States,369,300+,VERY_LOW,40000
Moscow Institute of Physics and Technology (MIPT),Russian Federation,370,300+,VERY_LOW,20000
University of Siena,Italy,371,300+,VERY_LOW,20000
Saveetha Institute of Medical and Technical Sciences,India,372,300+,VERY_LOW,20000
University of Southern Queensland,Australia,373,300+,VERY_LOW,28000
Universiti Brunei Darussalam,Brunei Darussalam,374,300+,VERY_LOW,20000
University of Kansas,United States,375,300+,VERY_LOW,40000
Hokkaido University,Japan,376,300+,VERY_LOW,20000
University of Otago,New Zealand,377,300+,VERY_LOW,20000
Leibniz University Hannover,Germany,378,300+,VERY_LOW,2000
University of Campinas,Brazil,379,300+,VERY_LOW,20000
University of St Gallen,Switzerland,380,300+,VERY_LOW,20000
Edith Cowan University,Australia,381,300+,VERY_LOW,28000
Shenzhen University,China,382,300+,VERY_LOW,20000
University of South Florida,United States,383,300+,VERY_LOW,40000
Autonomous University of Madrid,Spain,384,300+,VERY_LOW,20000
Middle East Technical University,Turkey,385,300+,VERY_LOW,20000
Amirkabir University of Technology,Iran,385,300+,VERY_LOW,20000
Kermanshah University of Medical Sciences,Iran,387,300+,VERY_LOW,20000
University of Johannesburg,South Africa,388,300+,VERY_LOW,20000
Chongqing University,China,389,300+,VERY_LOW,20000
Prince Sultan University (PSU),Saudi Arabia,390,300+,VERY_LOW,20000
University of Georgia (USA),United States,391,300+,VERY_LOW,40000
University of Brescia,Italy,391,300+,VERY_LOW,20000
Sabancı University,Turkey,393,300+,VERY_LOW,20000
University of Pisa,Italy,394,300+,VERY_LOW,20000
University of Connecticut,United States,395,300+,VERY_LOW,40000
Université Grenoble Alpes,France,396,300+,VERY_LOW,20000
University of Saskatchewan,Canada,397,300+,VERY_LOW,25000
Verona University,Italy,398,300+,VERY_LOW,20000
King Abdulaziz University,Saudi Arabia,399,300+,VERY_LOW,20000
Mohammed VI Polytechnic University,Morocco,400,300+,VERY_LOW,20000
Institut Agro,France,401,300+,VERY_LOW,20000
Gwangju Institute of Science and Technology (GIST),South Korea,402,300+,VERY_LOW,20000
Montpellier University,France,403,300+,VERY_LOW,20000
Dalian University of Technology,China,404,300+,VERY_LOW,20000
Umeå University,Sweden,405,300+,VERY_LOW,20000
Murdoch University,Australia,406,300+,VERY_LOW,28000
"University of California, Merced",United States,407,300+,VERY_LOW,40000
National Tsing Hua University,Taiwan,408,300+,VERY_LOW,20000
University of Marburg,Germany,409,300+,VERY_LOW,2000
University of Genoa,Italy,410,300+,VERY_LOW,20000
Ajman University,United Arab Emirates,411,300+,VERY_LOW,20000
Universiti Sains Malaysia,Malaysia,412,300+,VERY_LOW,20000
Université Laval,Canada,413,300+,VERY_LOW,25000
Brunel University of London,United Kingdom,414,300+,VERY_LOW,30000
University of Porto,Portugal,415,300+,VERY_LOW,20000
Iran University of Science and Technology,Iran,416,300+,VERY_LOW,20000
Temple University,United States,417,300+,VERY_LOW,40000
Taipei Medical University,Taiwan,418,300+,VERY_LOW,20000
Johannes Kepler University of Linz,Austria,419,300+,VERY_LOW,20000
"Royal Holloway, University of London",United Kingdom,420,300+,VERY_LOW,30000
Drexel University,United States,421,300+,VERY_LOW,40000
York University,Canada,422,300+,VERY_LOW,25000
University of Fribourg,Switzerland,423,300+,VERY_LOW,20000
Iowa State University,United States,424,300+,VERY_LOW,40000
Australian Catholic University,Australia,425,300+,VERY_LOW,28000
University of Lisbon,Portugal,426,300+,VERY_LOW,20000
Aston University,United Kingdom,427,300+,VERY_LOW,30000
Al Ain University,United Arab Emirates,428,300+,VERY_LOW,20000
University of Vaasa,Finland,429,300+,VERY_LOW,20000
IMT Atlantique,France,430,300+,VERY_LOW,20000
Wake Forest University,United States,431,300+,VERY_LOW,40000
Free University of Bozen-Bolzano,Italy,432,300+,VERY_LOW,20000
Tulane University,United States,433,300+,VERY_LOW,40000
Victoria University of Wellington,New Zealand,434,300+,VERY_LOW,20000
Washington State University,United States,435,300+,VERY_LOW,40000
National Yang Ming Chiao Tung University (NYCU Taiwan),Taiwan,436,300+,VERY_LOW,20000
Universiti Teknologi Malaysia,Malaysia,437,300+,VERY_LOW,20000
University of Kent,United Kingdom,438,300+,VERY_LOW,30000
George Mason University,United States,439,300+,VERY_LOW,40000
Prince Sattam Bin Abdulaziz University,Saudi Arabia,440,300+,VERY_LOW,20000
Al-Ahliyya Amman University,Jordan,441,300+,VERY_LOW,20000
University of Canberra,Australia,442,300+,VERY_LOW,28000
University of Kentucky,United States,443,300+,VERY_LOW,40000
University of Jyväskylä,Finland,444,300+,VERY_LOW,20000
Brandeis University,United States,445,300+,VERY_LOW,40000
University of Guelph,Canada,446,300+,VERY_LOW,25000
Universiti Utara Malaysia,Malaysia,447,300+,VERY_LOW,20000
University of Portsmouth,United Kingdom,448,300+,VERY_LOW,30000
University of Delaware,United States,449,300+,VERY_LOW,40000
The University of Tennessee-Knoxville,United States,450,300+,VERY_LOW,40000
Beijing University of Chemical Technology,China,451,300+,VERY_LOW,20000
University of Regensburg,Germany,452,300+,VERY_LOW,2000
University of Coimbra,Portugal,453,300+,VERY_LOW,20000
Shoolini University of Biotechnology and Management Sciences,India,454,300+,VERY_LOW,20000
Virginia Commonwealth University,United States,455,300+,VERY_LOW,40000
Chung-Ang University,South Korea,456,300+,VERY_LOW,20000
University of Milan-Bicocca,Italy,457,300+,VERY_LOW,20000
University of Oregon,United States,458,300+,VERY_LOW,40000
University of Houston,United States,459,300+,VERY_LOW,40000
Syracuse University,United States,460,300+,VERY_LOW,40000
University of Waikato,New Zealand,461,300+,VERY_LOW,20000
Bond University,Australia,462,300+,VERY_LOW,28000
National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,463,300+,VERY_LOW,20000
Arabian Gulf University,Bahrain,464,300+,VERY_LOW,20000
Charles University,Czechia,465,300+,VERY_LOW,20000
Northumbria University,United Kingdom,466,300+,VERY_LOW,30000
Charles Darwin University,Australia,467,300+,VERY_LOW,28000
Pontificia Universidad Católica de Chile,Chile,468,300+,VERY_LOW,20000
University of Turin,Italy,468,300+,VERY_LOW,20000
Colorado School of Mines,United States,470,300+,VERY_LOW,40000
Bournemouth University,United Kingdom,471,300+,VERY_LOW,30000
University of Bordeaux,France,472,300+,VERY_LOW,20000
Central Queensland University,Australia,473,300+,VERY_LOW,28000
Ajou University,South Korea,474,300+,VERY_LOW,20000
Polytechnic University of Turin,Italy,475,300+,VERY_LOW,20000
University of Texas at Dallas,United States,476,300+,VERY_LOW,40000
SOAS University of London,United Kingdom,477,300+,VERY_LOW,30000
University of Central Florida,United States,478,300+,VERY_LOW,40000
Roskilde University,Denmark,479,300+,VERY_LOW,20000
Donghua University,China,480,300+,VERY_LOW,20000
Rush University,United States,481,300+,VERY_LOW,40000
University of Eastern Finland,Finland,482,300+,VERY_LOW,20000
Near East University,Northern Cyprus,483,300+,VERY_LOW,20000
Quaid-i-Azam University,Pakistan,484,300+,VERY_LOW,20000
Nazarbayev University,Kazakhstan,485,300+,VERY_LOW,20000
Boğaziçi University,Turkey,486,300+,VERY_LOW,20000
Jamia Millia Islamia,India,487,300+,VERY_LOW,20000
University of South Carolina-Columbia,United States,488,300+,VERY_LOW,40000
Florida International University,United States,489,300+,VERY_LOW,40000
University of Tehran,Iran,490,300+,VERY_LOW,20000
